,geneID,gene_symbol,gene_name,gene_other_symbol,gene_synonyms
119,160,AP2A1,adaptor related protein complex 2 subunit alpha 1,"ADTAA, AP2-ALPHA, CLAPA1","AP-2 complex subunit alpha-1|100 kDa coated vesicle protein A|adapter-related protein complex 2 alpha-1 subunit|adapter-related protein complex 2 subunit alpha-1|adaptin, alpha A|adaptor protein complex AP-2 subunit alpha-1|adaptor related protein complex 2 alpha 1 subunit|alpha-adaptin A|alpha1-adaptin|clathrin assembly protein complex 2 alpha-A large chain|clathrin-associated/assembly/adaptor protein, large, alpha 1|plasma membrane adaptor HA2/AP2 adaptin alpha A subunit"
120,161,AP2A2,adaptor related protein complex 2 subunit alpha 2,"ADTAB, CLAPA2, HIP-9, HIP9, HYPJ","AP-2 complex subunit alpha-2|100 kDa coated vesicle protein C|adapter-related protein complex 2 subunit alpha-2|adaptin, alpha B|adaptor related protein complex 2 alpha 2 subunit|alpha-adaptin C; Huntingtin interacting protein J|alpha2-adaptin|clathrin assembly protein complex 2 alpha-C large chain|clathrin-associated/assembly/adaptor protein, large, alpha 2|huntingtin yeast partner J|huntingtin-interacting protein 9|plasma membrane adaptor HA2/AP2 adaptin alpha C subunit"
121,162,AP1B1,adaptor related protein complex 1 subunit beta 1,"ADTB1, AP105A, BAM22, CLAPB2","AP-1 complex subunit beta-1|ADTB1, CLAPB2|Golgi adaptor HA1/AP1 adaptin beta subunit|adapter-related protein complex 1 subunit beta-1|adaptor protein complex AP-1 subunit beta-1|adaptor related protein complex 1 beta 1 subunit|beta-1-adaptin|beta-adaptin 1|beta-prime-adaptin|beta1-adaptin|clathrin assembly protein complex 1 beta large chain|plasma membrane adaptor HA2/AP2 adaptor beta subunit"
122,163,AP2B1,adaptor related protein complex 2 subunit beta 1,"ADTB2, AP105B, AP2-BETA, CLAPB1","AP-2 complex subunit beta|adapter-related protein complex 2 beta subunit|adapter-related protein complex 2 subunit beta|adaptin, beta 2 (beta)|adaptor protein complex AP-2 subunit beta|adaptor related protein complex 2 beta 1 subunit|adaptor-related protein complex 2 subunit beta|beta-2-adaptin|beta-adaptin|clathrin assembly protein complex 2 beta large chain|clathrin-associated/assembly/adaptor protein, large, beta 1|plasma membrane adaptor HA2/AP2 adaptin beta subunit|testicular tissue protein Li 22"
123,164,AP1G1,adaptor related protein complex 1 subunit gamma 1,"ADTG, CLAPG1","AP-1 complex subunit gamma-1|adapter-related protein complex 1 subunit gamma-1|adaptor protein complex AP-1 subunit gamma-1|adaptor related protein complex 1 gamma 1 subunit|clathrin assembly protein complex 1 gamma large chain|clathrin assembly protein complex 1 gamma-1 large chain|clathrin-associated/assembly/adaptor protein, large, gamma 1|gamma adaptin|gamma1-adaptin|golgi adaptor HA1/AP1 adaptin gamma subunit|golgi adaptor HA1/AP1 adaptin subunit gamma-1|testicular tissue protein Li 21"
124,165,AEBP1,AE binding protein 1,ACLP,adipocyte enhancer-binding protein 1|aortic carboxypeptidase-like protein
125,166,AES,amino-terminal enhancer of split,"AES-1, AES-2, ESP1, GRG, GRG5, Grg-5, TLE5",amino-terminal enhancer of split|gp130-associated protein GAM|groucho-related protein 5
126,167,CRISP1,cysteine rich secretory protein 1,"AEGL1, ARP, CRISP-1, HEL-S-57, HSCRISP1D, HSCRISP1G, HUMARP",cysteine-rich secretory protein 1|AEG-like protein|AEG-related protein|acidic epididymal glycoprotein homolog|acidic epididymal glycoprotein-like 1|cysteine-rich secretory protein-1 delta|epididymis secretory protein Li 57
127,170,AFA,ankyloblepharon filiforme adnatum,None,None
128,171,AFD1,"acrofacial dysostosis 1, Nager type",AFDN,None
129,172,AFG3L1P,"AFG3 like matrix AAA peptidase subunit 1, pseudogene","AFG3, AFG3L1","AFG3 (ATPase family gene 3, yeast)-like 1|AFG3 ATPase family gene 3-like 1, pseudogene|AFG3 ATPase family member 3-like 1, pseudogene|AFG3 like AAA ATPase 1, pseudogene"
130,173,AFM,afamin,"ALB2, ALBA, ALF",afamin|alpha-Alb|alpha-albumin
131,174,AFP,alpha fetoprotein,"AFPD, FETA, HPAFP",alpha-fetoprotein|alpha-1-fetoprotein|alpha-fetoglobulin
132,175,AGA,aspartylglucosaminidase,"AGU, ASRG, GA",N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase|N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase|aspartylglucosylamine deaspartylase|glycosylasparaginase
133,176,ACAN,aggrecan,"AGC1, AGCAN, CSPG1, CSPGCP, MSK16, SEDK, SSOAOD",aggrecan core protein|cartilage-specific proteoglycan core protein|chondroitin sulfate proteoglycan core protein 1|large aggregating proteoglycan
134,177,AGER,advanced glycosylation end-product specific receptor,"RAGE, SCARJ1",advanced glycosylation end product-specific receptor|RAGE isoform NtRAGE-delta|RAGE isoform sRAGE-delta|receptor for advanced glycation end-products variant 20
135,178,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",GDE,"glycogen debranching enzyme|amylo-1, 6-glucosidase, 4-alpha-glucanotransferase|amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferaseprovided|glycogen debrancher|glycogen debranching protein"
136,179,AGMX2,"agammaglobulinemia, X-linked 2 (with growth hormone deficiency)","IMD6, XLA2",None
137,181,AGRP,agouti related neuropeptide,"AGRT, ART, ASIP2",agouti-related protein|agouti related protein homolog
138,182,JAG1,jagged 1,"AGS, AGS1, AHD, AWS, CD339, DCHE, HJ1, JAGL1",protein jagged-1
139,183,AGT,angiotensinogen,"ANHU, SERPINA8, hFLT1","angiotensinogen|alpha-1 antiproteinase, antitrypsin|angiotensin I|angiotensin II|fetal-liver predominant transporter 1|pre-angiotensinogen|serine (or cysteine) proteinase inhibitor|serpin A8|serpin peptidase inhibitor, clade A, member 8"
140,196792,FAM24B,family with sequence similarity 24 member B,None,protein FAM24B
141,185,AGTR1,angiotensin II receptor type 1,"AG2S, AGTR1B, AT1, AT1AR, AT1B, AT1BR, AT1R, AT2R1, HAT1R",type-1 angiotensin II receptor|type-1B angiotensin II receptor
142,186,AGTR2,angiotensin II receptor type 2,"AT2, ATGR2, MRX88",type-2 angiotensin II receptor|angiotensin II type-2 receptor
143,187,APLNR,apelin receptor,"AGTRL1, APJ, APJR, HG11",apelin receptor|APJ (apelin) receptor|APJ receptor|G protein-coupled receptor APJ|G-protein coupled receptor HG11|HG11 orphan receptor|angiotensin II receptor-like 1|angiotensin receptor-like 1
144,189,AGXT,alanine--glyoxylate and serine--pyruvate aminotransferase,"AGT, AGT1, AGXT1, PH1, SPAT, SPT, TLH6",serine--pyruvate aminotransferase|L-alanine: glyoxylate aminotransferase 1|alanine-glyoxylate aminotransferase|hepatic peroxisomal alanine:glyoxylate aminotransferase
145,190,NR0B1,nuclear receptor subfamily 0 group B member 1,"AHC, AHCH, AHX, DAX-1, DAX1, DSS, GTD, HHG, NROB1, SRXY2",nuclear receptor subfamily 0 group B member 1|DSS-AHC critical region on the X chromosome protein 1|nuclear hormone receptor|nuclear receptor DAX-1|truncated nuclear receptor subfamily 0 group B member 1
146,191,AHCY,adenosylhomocysteinase,"SAHH, adoHcyase",adenosylhomocysteinase|S-adenosyl-L-homocysteine hydrolase|S-adenosylhomocysteine hydrolase
147,192,AIC,Aicardi syndrome,None,None
148,196,AHR,aryl hydrocarbon receptor,bHLHe76,aryl hydrocarbon receptor|AH-receptor|ah receptor|aromatic hydrocarbon receptor|class E basic helix-loop-helix protein 76
149,197,AHSG,alpha 2-HS glycoprotein,"A2HS, AHS, APMR1, FETUA, HSGA",alpha-2-HS-glycoprotein|alpha-2-Z-globulin|ba-alpha-2-glycoprotein|fetuin-A
150,199,AIF1,allograft inflammatory factor 1,"AIF-1, IBA1, IRT-1, IRT1",allograft inflammatory factor 1|interferon gamma responsive transcript|ionized calcium-binding adapter molecule 1|protein G1
151,201,AIH3,"amelogenesis imperfecta 3, hypomaturation or hypoplastic type",None,None
152,202,CRYBG1,crystallin beta-gamma domain containing 1,"AIM1, ST4",beta/gamma crystallin domain-containing protein 1|absent in melanoma 1 protein|beta-gamma crystallin domain containing 1|suppression of tumorigenicity 4 (malignant melanoma)
153,203,AK1,adenylate kinase 1,HTL-S-58j,adenylate kinase isoenzyme 1|ATP-AMP transphosphorylase 1|ATP:AMP phosphotransferase|adenylate monophosphate kinase|myokinase|testis secretory sperm binding protein Li 58j
154,204,AK2,adenylate kinase 2,ADK2,"adenylate kinase 2, mitochondrial|ATP-AMP transphosphorylase 2|ATP:AMP phosphotransferase|adenylate kinase isoenzyme 2, mitochondrial|adenylate monophosphate kinase|testis secretory sperm-binding protein Li 220n"
155,205,AK4,adenylate kinase 4,"AK 4, AK3, AK3L1, AK3L2","adenylate kinase 4, mitochondrial|ATP-AMP transphosphorylase|GTP:AMP phosphotransferase AK4, mitochondrial|adenylate kinase 3-like 1|adenylate kinase isoenzyme 4, mitochondrial|mitochondrial adenylate kinase-3|nucleoside-triphosphate-adenylate kinase"
156,207,AKT1,AKT serine/threonine kinase 1,"AKT, CWS6, PKB, PKB-ALPHA, PRKBA, RAC, RAC-ALPHA",RAC-alpha serine/threonine-protein kinase|AKT1m|PKB alpha|RAC-PK-alpha|protein kinase B alpha|proto-oncogene c-Akt|rac protein kinase alpha|serine-threonine protein kinase|v-akt murine thymoma viral oncogene homolog 1|v-akt murine thymoma viral oncogene-like protein 1
157,208,AKT2,AKT serine/threonine kinase 2,"HIHGHH, PKBB, PKBBETA, PRKBB, RAC-BETA",RAC-beta serine/threonine-protein kinase|PKB beta|RAC-PK-beta|murine thymoma viral (v-akt) homolog-2|protein kinase Akt-2|protein kinase B beta|putative v-akt murine thymoma viral oncoprotein 2|rac protein kinase beta|v-akt murine thymoma viral oncogene homolog 2
158,210,ALAD,aminolevulinate dehydratase,"ALADH, PBGS","delta-aminolevulinic acid dehydratase|aminolevulinate, delta-, dehydratase|porphobilinogen synthase|testicular tissue protein Li 95"
159,211,ALAS1,5'-aminolevulinate synthase 1,"ALAS, ALAS-H, ALAS3, ALASH, MIG4","5-aminolevulinate synthase, nonspecific, mitochondrial|5-aminolevulinic acid synthase 1|aminolevulinate, delta-, synthase 1|delta-ALA synthase 1|delta-aminolevulinate synthase 1|migration-inducing protein 4"
160,212,ALAS2,5'-aminolevulinate synthase 2,"ALAS-E, ALASE, ANH1, ASB, SIDBA1, XLDPP, XLEPP, XLSA","5-aminolevulinate synthase, erythroid-specific, mitochondrial|5-aminolevulinic acid synthase 2|aminolevulinate, delta-, synthase 2|delta-ALA synthase 2|delta-ALA synthetase|delta-aminolevulinate synthase 2"
161,213,ALB,albumin,"HSA, PRO0883, PRO0903, PRO1341",serum albumin
162,214,ALCAM,activated leukocyte cell adhesion molecule,"CD166, MEMD",CD166 antigen
163,215,ABCD1,ATP binding cassette subfamily D member 1,"ABC42, ALD, ALDP, AMN","ATP-binding cassette sub-family D member 1|ATP-binding cassette, sub-family D (ALD), member 1|adrenoleukodystrophy protein"
164,216,ALDH1A1,aldehyde dehydrogenase 1 family member A1,"ALDC, ALDH-E1, ALDH1, ALDH11, HEL-9, HEL-S-53e, HEL12, PUMB1, RALDH1","retinal dehydrogenase 1|ALDH class 1|ALHDII|RALDH 1|acetaldehyde dehydrogenase 1|aldehyde dehydrogenase 1, soluble|aldehyde dehydrogenase, liver cytosolic|epididymis luminal protein 12|epididymis luminal protein 9|epididymis secretory sperm binding protein Li 53e|retinaldehyde dehydrogenase 1"
165,217,ALDH2,aldehyde dehydrogenase 2 family member,"ALDH-E2, ALDHI, ALDM","aldehyde dehydrogenase, mitochondrial|ALDH class 2|acetaldehyde dehydrogenase 2|aldehyde dehydrogenase 2 family (mitochondrial)|liver mitochondrial ALDH|nucleus-encoded mitochondrial aldehyde dehydrogenase 2"
166,218,ALDH3A1,aldehyde dehydrogenase 3 family member A1,"ALDH3, ALDHIII","aldehyde dehydrogenase, dimeric NADP-preferring|aldehyde dehydrogenase isozyme 3|aldehyde dehydrogenase type III|stomach aldehyde dehydrogenase"
167,219,ALDH1B1,aldehyde dehydrogenase 1 family member B1,"ALDH5, ALDHX","aldehyde dehydrogenase X, mitochondrial|ALDH class 2|acetaldehyde dehydrogenase 5|aldehyde dehydrogenase 5"
168,220,ALDH1A3,aldehyde dehydrogenase 1 family member A3,"ALDH1A6, ALDH6, MCOP8, RALDH3",aldehyde dehydrogenase family 1 member A3|acetaldehyde dehydrogenase 6|aldehyde dehydrogenase 6|retinaldehyde dehydrogenase 3
169,221,ALDH3B1,aldehyde dehydrogenase 3 family member B1,"ALDH4, ALDH7",aldehyde dehydrogenase family 3 member B1|aldehyde dehydrogenase 3B1|aldehyde dehydrogenase 7
170,222,ALDH3B2,aldehyde dehydrogenase 3 family member B2,ALDH8,aldehyde dehydrogenase family 3 member B2|acetaldehyde dehydrogenase 8|aldehyde dehydrogenase 8
171,223,ALDH9A1,aldehyde dehydrogenase 9 family member A1,"ALDH4, ALDH7, ALDH9, E3, TMABADH",4-trimethylaminobutyraldehyde dehydrogenase|R-aminobutyraldehyde dehydrogenase|aldehyde dehydrogenase (NAD+)|aldehyde dehydrogenase E3 isozyme|aldehyde dehydrogenase family 9 member A1|gamma-aminobutyraldehyde dehydrogenase
172,224,ALDH3A2,aldehyde dehydrogenase 3 family member A2,"ALDH10, FALDH, SLS",fatty aldehyde dehydrogenase|aldehyde dehydrogenase 10|aldehyde dehydrogenase family 3 member A2|microsomal aldehyde dehydrogenase
173,225,ABCD2,ATP binding cassette subfamily D member 2,"ABC39, ALDL1, ALDR, ALDRP, hALDR","ATP-binding cassette sub-family D member 2|ATP-binding cassette, sub-family D (ALD), member 2|adrenoleukodystrophy-like 1|adrenoleukodystrophy-related protein"
174,226,ALDOA,"aldolase, fructose-bisphosphate A","ALDA, GSD12, HEL-S-87p","fructose-bisphosphate aldolase A|aldolase A, fructose-bisphosphate|epididymis secretory sperm binding protein Li 87p|fructose-1,6-bisphosphate triosephosphate-lyase|lung cancer antigen NY-LU-1|muscle-type aldolase"
175,228,ALDOAP2,"aldolase, fructose-bisphosphate A pseudogene 2",None,"aldolase A, fructose-bisphosphate pseudogene 2"
176,229,ALDOB,"aldolase, fructose-bisphosphate B","ALDB, ALDO2","fructose-bisphosphate aldolase B|aldolase 2|aldolase B, fructose-bisphosphatase|aldolase B, fructose-bisphosphate|liver-type aldolase"
177,230,ALDOC,"aldolase, fructose-bisphosphate C",ALDC,"fructose-bisphosphate aldolase C|aldolase 3|aldolase C, fructose-bisphosphate|brain-type aldolase|fructoaldolase C|fructose-1,6-biphosphate triosephosphate lyase"
178,231,AKR1B1,aldo-keto reductase family 1 member B,"ADR, ALDR1, ALR2, AR",aldose reductase|Lii5-2 CTCL tumor antigen|aldehyde reductase 1|aldo-keto reductase family 1 member B1|low Km aldose reductase
179,238,ALK,ALK receptor tyrosine kinase,"CD246, NBLST3",ALK tyrosine kinase receptor|CD246 antigen|anaplastic lymphoma receptor tyrosine kinase|mutant anaplastic lymphoma kinase
180,239,ALOX12,"arachidonate 12-lipoxygenase, 12S type","12-LOX, 12S-LOX, LOG12","arachidonate 12-lipoxygenase, 12S-type|12S-lipoxygenase|lipoxin synthase 12-LO|platelet 12-LOX|platelet-type 12-lipoxygenase|platelet-type lipoxygenase 12"
181,240,ALOX5,arachidonate 5-lipoxygenase,"5-LO, 5-LOX, 5LPG, LOG5",arachidonate 5-lipoxygenase|LOX-5|arachidonic 5-lipoxygenase alpha-10 isoform|arachidonic 5-lipoxygenase delta-10-13 isoform|arachidonic 5-lipoxygenase delta-13 isoform|arachidonic 5-lipoxygenase delta-p10 isoform|arachidonic acid 5-lipoxygenase|leukotriene A4 synthase
182,241,ALOX5AP,arachidonate 5-lipoxygenase activating protein,FLAP,arachidonate 5-lipoxygenase-activating protein|MK-886-binding protein
183,242,ALOX12B,"arachidonate 12-lipoxygenase, 12R type","12R-LOX, ARCI2","arachidonate 12-lipoxygenase, 12R-type|12R-lipoxygenase|epidermis-type lipoxygenase 12"
184,246,ALOX15,arachidonate 15-lipoxygenase,"12-LOX, 15-LOX, 15-LOX-1, LOG15","arachidonate 15-lipoxygenase|12/15-lipoxygenase|15-LOX type 1|15-lipooxygenase-1|15-lipoxygenase type 1|arachidonate 12-lipoxygenase, leukocyte-type|arachidonate omega-6 lipoxygenase"
185,247,ALOX15B,"arachidonate 15-lipoxygenase, type B",15-LOX-2,"arachidonate 15-lipoxygenase B|15-LOX-B|15S-lipoxygenase|arachidonate 15-lipoxygenase 2|arachidonate 15-lipoxygenase type II|arachidonate 15-lipoxygenase, second type|arachidonate omega(6) lipoxygenase|linoleate 13-lipoxygenase 15-LOb"
186,248,ALPI,"alkaline phosphatase, intestinal",IAP,intestinal-type alkaline phosphatase|Kasahara isozyme|alkaline phosphomonoesterase|glycerophosphatase|intestinal alkaline phosphatase
187,249,ALPL,"alkaline phosphatase, liver/bone/kidney","AP-TNAP, APTNAP, HOPS, TNALP, TNAP, TNSALP","alkaline phosphatase, tissue-nonspecific isozyme|alkaline phosphatase liver/bone/kidney isozyme|liver/bone/kidney-type alkaline phosphatase|tissue non-specific alkaline phosphatase|tissue-nonspecific ALP"
188,250,ALPP,"alkaline phosphatase, placental","ALP, PALP, PLAP, PLAP-1","alkaline phosphatase, placental type|alkaline phosphatase Regan isozyme|alkaline phosphomonoesterase|glycerophosphatase|placental alkaline phosphatase 1"
189,251,ALPG,"alkaline phosphatase, germ cell","ALPPL, ALPPL2, GCAP","alkaline phosphatase, placental-like|ALP-1|Nagao isozyme|alkaline phosphatase Nagao isozyme|alkaline phosphatase, placental like 2|germ cell alkaline phosphatase|placental-like alkaline phosphatase|testicular and thymus alkaline phosphatase"
190,253,ALS3,amyotrophic lateral sclerosis 3 (autosomal dominant),ALS6,None
191,255,ALS5,amyotrophic lateral sclerosis 5,None,None
192,257,ALX3,ALX homeobox 3,"FND, FND1",homeobox protein aristaless-like 3|aristaless-like homeobox 3|frontonasal dysplasia|proline-rich transcription factor ALX3
193,258,AMBN,ameloblastin,AI1F,ameloblastin|enamel matrix protein
194,259,AMBP,alpha-1-microglobulin/bikunin precursor,"A1M, EDC1, HCP, HI30, IATIL, ITI, ITIL, ITILC, UTI",protein AMBP|bikunin|complex-forming glycoprotein heterogeneous in charge|growth-inhibiting protein 19|inter-alpha-trypsin inhibitor light chain|protein HC|trypstatin|uristatin|uronic-acid-rich protein
195,261,AMCN,"arthrogryposis multiplex congenita, neurogenic","AMC, AMC1, AMCN1","Arthrogryposis multiplex congenital, neurogenic"
196,262,AMD1,adenosylmethionine decarboxylase 1,"ADOMETDC, AMD, SAMDC",S-adenosylmethionine decarboxylase proenzyme|S-adenosylmethionine decarboxylase 1
197,196872,LINC00638,long intergenic non-protein coding RNA 638,None,None
198,265,AMELX,amelogenin X-linked,"AI1E, AIH1, ALGN, AMG, AMGL, AMGX","amelogenin, X isoform|amelogenin (X chromosome, amelogenesis imperfecta 1)|amelogenin (amelogenesis imperfecta 1, X-linked)"
199,266,AMELY,amelogenin Y-linked,"AMGL, AMGY","amelogenin, Y isoform|amelogenin (Y chromosome)"
200,267,AMFR,autocrine motility factor receptor,"GP78, RNF45",E3 ubiquitin-protein ligase AMFR|RING finger protein 45|RING-type E3 ubiquitin transferase AMFR
201,268,AMH,anti-Mullerian hormone,"MIF, MIS",muellerian-inhibiting factor|Mullerian inhibiting factor|Mullerian inhibiting substance|anti-Muellerian hormone|muellerian-inhibiting substance
202,269,AMHR2,anti-Mullerian hormone receptor type 2,"AMHR, MISR2, MISRII, MRII","anti-Muellerian hormone type-2 receptor|AMH type II receptor|MIS type II receptor|Muellerian inhibiting substance type II receptor|Mullerian inhibiting substance type II receptor|anti-Muellerian hormone type II receptor|anti-Mullerian hormone receptor, type II"
203,270,AMPD1,adenosine monophosphate deaminase 1,"MAD, MADA, MMDD",AMP deaminase 1|AMPD|adenosine monophosphate deaminase 1 (isoform M)|adenosine monophosphate deaminase-1 (muscle)|myoadenylate deaminase|skeletal muscle AMPD
204,271,AMPD2,adenosine monophosphate deaminase 2,"PCH9, SPG63",AMP deaminase 2|AMPD|adenosine monophosphate deaminase 2 (isoform L)
205,272,AMPD3,adenosine monophosphate deaminase 3,None,AMP deaminase 3|AMP aminohydrolase|adenosine monophosphate deaminase (isoform E)|erythrocyte AMP deaminase|erythrocyte type AMP deaminase|erythrocyte-specific AMP deaminase|myoadenylate deaminase
206,273,AMPH,amphiphysin,AMPH1,amphiphysin|amphiphysin (Stiff-Mann syndrome with breast cancer 128kD autoantigen)|amphiphysin I
207,274,BIN1,bridging integrator 1,"AMPH2, AMPHL, CNM2, SH3P9",myc box-dependent-interacting protein 1|amphiphysin II|amphiphysin-like protein|box dependant MYC interacting protein 1|box-dependent myc-interacting protein 1
208,275,AMT,aminomethyltransferase,"GCE, GCST, GCVT, NKH","aminomethyltransferase, mitochondrial|glycine cleavage system T protein"
